Timestamp,Temperature,Moisture,Light,Conductivity
2025-04-02 18:45:42,14.06,66.03,543.13,0.69
2025-04-02 18:35:42,14.31,65.65,486.64,0.55
2025-04-02 18:25:42,18.22,66.9,512.5,0.72
2025-04-02 18:15:42,16.46,69.7,448.48,0.57
2025-04-02 18:05:42,16.87,66.18,443.25,0.87
2025-04-02 17:55:42,16.15,69.04,465.55,0.58
2025-04-02 17:45:42,18.15,69.81,466.56,0.66
2025-04-02 17:35:42,14.84,64.3,546.68,0.71
2025-04-02 17:25:42,16.68,67.74,469.86,0.65
2025-04-02 17:15:42,12.22,68.21,473.2,0.74
2025-04-02 17:05:42,16.8,71.45,418.94,0.58
2025-04-02 16:55:42,17.37,70.81,336.24,0.71
2025-04-02 16:45:42,12.59,70.04,376.56,0.69
2025-04-02 16:35:42,16.9,61.14,436.39,0.47
2025-04-02 16:25:42,11.04,68.28,496.54,0.63
2025-04-02 16:15:42,15.49,60.87,431.94,0.74
2025-04-02 16:05:42,12.41,67.45,455.54,0.59
2025-04-02 15:55:42,14.72,65.57,350.82,0.48
2025-04-02 15:45:42,16.23,61.46,324.06,0.45
2025-04-02 15:35:42,13.56,61.88,325.64,0.57
2025-04-02 15:25:42,16.04,66.94,424.79,0.74
2025-04-02 15:15:42,15.51,62.08,501.0,0.56
2025-04-02 15:05:42,14.38,71.53,484.08,0.5
2025-04-02 14:55:42,18.29,63.03,511.64,0.51
2025-04-02 14:45:42,18.94,62.61,393.75,0.85
2025-04-02 14:35:42,16.26,70.21,530.33,0.79
2025-04-02 14:25:42,15.05,67.56,439.71,0.79
2025-04-02 14:15:42,17.1,66.54,556.1,0.6
2025-04-02 14:05:42,18.3,64.91,519.44,0.57
2025-04-02 13:55:42,16.75,71.5,395.52,0.69
2025-04-02 13:45:42,13.15,66.67,451.55,0.61
2025-04-02 13:35:42,15.23,63.97,501.79,0.75
2025-04-02 13:25:42,17.69,66.3,445.72,0.83
2025-04-02 13:15:42,16.91,71.27,500.56,0.76
2025-04-02 13:05:42,18.17,69.57,499.66,0.51
2025-04-02 12:55:42,13.85,62.31,501.27,0.58
2025-04-02 12:45:42,16.23,64.16,463.51,0.63
2025-04-02 12:35:42,11.76,64.2,428.67,0.82
2025-04-02 12:25:42,10.99,64.18,414.47,0.75
2025-04-02 12:15:42,11.71,62.49,406.07,0.69
2025-04-02 12:05:42,14.19,64.32,499.3,0.68
2025-04-02 11:55:42,14.84,62.38,362.75,0.69
2025-04-02 11:45:42,14.82,68.02,475.88,0.42
2025-04-02 11:35:42,15.74,65.63,338.58,0.78
2025-04-02 11:25:42,12.39,68.66,322.53,0.69
2025-04-02 11:15:42,12.93,67.12,514.58,0.85
